Task Description,Category,Skill,ID recurso asignado,éxito estimado
Implement a landing page,frontend,css,174,32.16
Improve website accessibility,frontend,html,123,34.3
Create a responsive website,frontend,materialize,46,27.52
Design a user-friendly interface,frontend,typescript,133,35.47
Optimize web performance,frontend,typescript,226,21.05
Optimize web performance,frontend,materialize,292,24.04
Implement a landing page,frontend,user-friendly,18,10.5
Implement a landing page,frontend,vue,46,27.52
Improve website accessibility,frontend,react,13,26.23
Design a user-friendly interface,frontend,foundation,299,48.24
Improve website accessibility,frontend,css,221,14.57
Design a user-friendly interface,frontend,user-friendly,243,11.43
Create a responsive website,frontend,user-friendly,113,36.44
Implement a landing page,frontend,redux,223,32.7
Create a responsive website,frontend,css,183,27.77
Design a user-friendly interface,frontend,angular,121,29.09
Develop a mobile-first UI,frontend,javascript,38,15.38
Develop a mobile-first UI,frontend,materialize,206,45.48
Implement a landing page,frontend,foundation,298,48.24
Implement a landing page,frontend,ember.js,146,31.98
Create a responsive website,frontend,materialize,280,31.63
Develop a mobile-first UI,frontend,bootstrap,62,37.36
Design a user-friendly interface,frontend,materialize,245,32.52
Develop a mobile-first UI,frontend,ember.js,104,24.95
Develop a mobile-first UI,frontend,sass,98,33.38
Create a responsive website,frontend,ember.js,131,36.57
Design a user-friendly interface,frontend,bootstrap,37,38.58
Implement a landing page,frontend,materialize,271,41.48
Improve website accessibility,frontend,css,90,41.38
Design a user-friendly interface,frontend,html,147,37.2
Optimize web performance,frontend,materialize,156,36.67
Design a user-friendly interface,frontend,materialize,275,22.02
Design a user-friendly interface,frontend,typescript,146,31.98
Optimize web performance,frontend,redux,29,36.42
Improve website accessibility,frontend,css,176,37.14
Design a user-friendly interface,frontend,redux,103,18.77
Improve website accessibility,frontend,UI,246,25.73
Improve website accessibility,frontend,react,83,41.78
Implement a landing page,frontend,typescript,153,47.16
Optimize web performance,frontend,UI,274,35.78
Develop a mobile-first UI,frontend,UI,272,27.11
Design a user-friendly interface,frontend,react,262,38.58
Implement a landing page,frontend,vue,104,24.95
Implement a landing page,frontend,jquery,266,43.94
Improve website accessibility,frontend,html,105,16.77
Design a user-friendly interface,frontend,sass,29,36.42
Design a user-friendly interface,frontend,javascript,26,43.48
Develop a mobile-first UI,frontend,vue,238,31.66
Develop a mobile-first UI,frontend,sass,253,24.56
Design a user-friendly interface,frontend,html,102,26.1
Implement a landing page,frontend,jquery,138,18.92
Implement a landing page,frontend,jquery,4,35.03
Improve website accessibility,frontend,html,137,29.42
Implement a landing page,frontend,UI,172,23.67
Improve website accessibility,frontend,angular,237,25.3
Design a user-friendly interface,frontend,css,112,14.87
Develop a mobile-first UI,frontend,css,47,22.55
Create a responsive website,frontend,user-friendly,151,33.16
Implement a landing page,frontend,ember.js,80,29.38
Design a user-friendly interface,frontend,vue,60,20.1
Improve website accessibility,frontend,ember.js,266,43.94
Design a user-friendly interface,frontend,html,216,19.85
Implement a landing page,frontend,jquery,191,41.6
Develop a mobile-first UI,frontend,react,203,30.99
Improve website accessibility,frontend,angular,131,36.57
Create a responsive website,frontend,bootstrap,284,9.67
Create a responsive website,frontend,UI,199,26.75
Optimize web performance,frontend,javascript,33,18.67
Develop a mobile-first UI,frontend,jquery,131,36.57
Improve website accessibility,frontend,UI,241,29.01
Optimize web performance,frontend,foundation,4,35.03
Create a responsive website,frontend,vue,65,22.1
Implement a landing page,frontend,css,110,48.26
Design a user-friendly interface,frontend,bootstrap,60,20.1
Create a responsive website,frontend,redux,268,18.54
Develop a mobile-first UI,frontend,foundation,33,18.67
Implement a landing page,frontend,foundation,36,44.76
Develop a mobile-first UI,frontend,sass,9,17.42
Improve website accessibility,frontend,angular,188,22.38
Improve website accessibility,frontend,UI,104,24.95
Create a responsive website,frontend,sass,154,21.41
Improve website accessibility,frontend,html,142,17.0
Implement a landing page,frontend,UX,242,30.57
Create a responsive website,frontend,angular,14,23.87
Implement a landing page,frontend,vue,62,37.36
Design a user-friendly interface,frontend,css,99,25.32
Implement a landing page,frontend,materialize,274,35.78
Optimize web performance,frontend,redux,291,15.65
Create a responsive website,frontend,bootstrap,22,19.8
Design a user-friendly interface,frontend,typescript,208,50.89
Create a responsive website,frontend,jquery,166,27.07
Develop a mobile-first UI,frontend,jquery,249,21.28
Improve website accessibility,frontend,sass,263,24.36
Improve website accessibility,frontend,vue,68,25.15
Improve website accessibility,frontend,css,168,20.0
Optimize web performance,frontend,javascript,124,37.13
Create a responsive website,frontend,vue,193,29.09
Create a responsive website,frontend,ember.js,76,12.31
Improve website accessibility,frontend,foundation,18,10.5
Improve website accessibility,frontend,redux,61,31.56
Develop a mobile-first UI,frontend,ember.js,157,28.53
Create a responsive website,frontend,foundation,131,36.57
Improve website accessibility,frontend,redux,179,24.71
Optimize web performance,frontend,materialize,192,37.48
Optimize web performance,frontend,UX,59,9.04
Implement a landing page,frontend,jquery,156,36.67
Optimize web performance,frontend,react,164,40.53
Create a responsive website,frontend,angular,14,23.87
Design a user-friendly interface,frontend,foundation,45,32.83
Implement a landing page,frontend,redux,177,35.78
Optimize web performance,frontend,user-friendly,73,20.12
Develop a mobile-first UI,frontend,html,93,38.9
Develop a mobile-first UI,frontend,bootstrap,105,16.77
Create a responsive website,frontend,bootstrap,279,21.33
Design a user-friendly interface,frontend,sass,179,24.71
Create a responsive website,frontend,vue,183,27.77
Design a user-friendly interface,frontend,materialize,288,22.53
Implement a landing page,frontend,ember.js,153,47.16
Improve website accessibility,frontend,ember.js,130,47.69
Create a responsive website,frontend,user-friendly,160,9.19
Develop a mobile-first UI,frontend,bootstrap,207,37.88
Optimize web performance,frontend,user-friendly,49,22.32
Create a responsive website,frontend,user-friendly,41,31.24
Improve website accessibility,frontend,css,86,29.6
Design a user-friendly interface,frontend,vue,40,42.56
Create a responsive website,frontend,materialize,234,47.13
Develop a mobile-first UI,frontend,vue,38,15.38
Design a user-friendly interface,frontend,UI,280,31.63
Implement a landing page,frontend,UI,217,21.81
Optimize web performance,frontend,materialize,13,26.23
Improve website accessibility,frontend,react,62,37.36
Develop a mobile-first UI,frontend,vue,188,22.38
Create a responsive website,frontend,jquery,239,20.69
Design a user-friendly interface,frontend,UI,143,16.9
Design a user-friendly interface,frontend,angular,41,31.24
Design a user-friendly interface,frontend,materialize,187,36.89
Create a responsive website,frontend,javascript,240,37.84
Optimize web performance,frontend,bootstrap,256,44.19
Create a responsive website,frontend,bootstrap,162,48.43
Develop a mobile-first UI,frontend,react,109,36.41
Implement a landing page,frontend,ember.js,110,48.26
Optimize web performance,frontend,ember.js,270,16.04
Design a user-friendly interface,frontend,css,293,36.69
Create a responsive website,frontend,materialize,13,26.23
Develop a mobile-first UI,frontend,javascript,205,27.83
Implement a landing page,frontend,foundation,238,31.66
Design a user-friendly interface,frontend,react,235,20.82
Design a user-friendly interface,frontend,css,108,28.93
Create a responsive website,frontend,react,239,20.69
Develop a mobile-first UI,frontend,css,185,37.19
Improve website accessibility,frontend,materialize,124,37.13
Optimize web performance,frontend,css,94,15.14
Improve website accessibility,frontend,UI,258,23.76
Develop a mobile-first UI,frontend,typescript,298,48.24
Implement a landing page,frontend,react,254,38.14
Create a responsive website,frontend,ember.js,134,35.05
Create a responsive website,frontend,redux,171,50.55
Design a user-friendly interface,frontend,angular,24,42.71
Design a user-friendly interface,frontend,css,197,41.73
Design a user-friendly interface,frontend,bootstrap,30,14.23
Improve website accessibility,frontend,user-friendly,96,26.71
Optimize web performance,frontend,UI,126,32.71
Develop a mobile-first UI,frontend,UX,53,32.21
Optimize web performance,frontend,react,61,31.56
Optimize web performance,frontend,javascript,54,23.04
Design a user-friendly interface,frontend,react,23,42.77
Optimize web performance,frontend,angular,79,24.46
Develop a mobile-first UI,frontend,jquery,232,15.41
Create a responsive website,frontend,angular,155,30.3
Create a responsive website,frontend,materialize,285,25.99
Develop a mobile-first UI,frontend,redux,276,32.83
Develop a mobile-first UI,frontend,sass,98,33.38
Create a responsive website,frontend,user-friendly,240,37.77
Optimize web performance,frontend,UI,153,47.16
Create a responsive website,frontend,jquery,164,40.53
Develop a mobile-first UI,frontend,react,68,25.15
Improve website accessibility,frontend,typescript,174,32.16
Develop a mobile-first UI,frontend,materialize,279,21.33
Develop a mobile-first UI,frontend,jquery,91,47.21
Implement a landing page,frontend,materialize,86,29.6
Create a responsive website,frontend,javascript,212,40.99
Create a responsive website,frontend,vue,69,7.6
Improve website accessibility,frontend,user-friendly,29,36.42
Develop a mobile-first UI,frontend,foundation,221,14.57
Design a user-friendly interface,frontend,jquery,26,43.48
Improve website accessibility,frontend,angular,114,26.39
Optimize web performance,frontend,typescript,32,35.94
Improve website accessibility,frontend,vue,213,21.8
Design a user-friendly interface,frontend,css,264,6.19
Optimize website for SEO,frontend,html,83,41.78
Build interactive forms,frontend,typescript,121,29.09
Create a dynamic dashboard,frontend,vue,239,20.69
Design a landing page,frontend,angular,34,36.89
Create a responsive website,frontend,bootstrap,145,18.66
Implement a landing page,frontend,UI,33,18.67
Design a user-friendly interface,frontend,angular,203,30.99
Create a responsive website,frontend,bootstrap,56,35.44
Implement responsive design,frontend,sass,54,23.04
Improve website accessibility,frontend,foundation,169,29.87
Implement a landing page,frontend,foundation,89,37.04
Develop a mobile-first UI,frontend,bootstrap,129,26.69
Implement a landing page,frontend,materialize,235,20.82
Create a responsive website,frontend,typescript,171,50.55
Improve website accessibility,frontend,angular,23,37.8
Develop a mobile-first UI,frontend,angular,17,23.4
Design a user-friendly interface,frontend,html,146,31.98
Optimize web performance,frontend,foundation,178,38.54
Optimize web performance,frontend,foundation,122,38.17
Implement a landing page,frontend,vue,289,39.26
Create a responsive website,frontend,ember.js,278,26.29
Design a user-friendly interface,frontend,react,171,50.55
Implement a landing page,frontend,foundation,132,33.63
Optimize web performance,frontend,redux,14,23.87
Optimize web performance,frontend,vue,122,38.17
Implement a landing page,frontend,css,32,35.94
Design a user-friendly interface,frontend,foundation,37,38.58
Implement a landing page,frontend,jquery,41,31.24
Design a user-friendly interface,frontend,javascript,9,17.42
Create a responsive website,frontend,UX,46,27.52
Implement a landing page,frontend,ember.js,191,41.6
Create a responsive website,frontend,javascript,6,45.9
